station,date,rain,avg_temp,delta_temp,max_temp,min_temp,radiation,max_trh,min_trh,avg_trh,,,
9021,2009/9/16,2.6,12.3,12.8,18.7,5.9,17.5,51.5,100,75.75,,,
9021,2009/9/17,0.2,15.35,10.1,20.4,10.3,14.5,50.5,96.6,73.55,,,
9021,2009/9/18,7,14.75,5.5,17.5,12,19.7,45.5,64.9,55.2,,,
9021,2009/9/19,0.8,12.75,8.1,16.8,8.7,11.8,68,100,84,,,
9021,2009/9/20,1,13.8,8.8,18.2,9.4,14.1,63.7,100,81.85,,,
9021,2009/9/21,6.8,15,5,17.5,12.5,12.7,61,84.2,72.6,,,
9021,2009/9/22,1.2,11,13.4,17.7,4.3,19.3,46.4,100,73.2,,,
9021,2009/9/23,1,16.05,8.1,20.1,12,17.3,68.9,100,84.45,,,
9021,2009/9/24,0,15.7,6.8,19.1,12.3,16.9,51.6,79.7,65.65,,,
9021,2009/9/25,0,10.6,16.2,18.7,2.5,23.7,34.3,100,67.15,,,
9021,2009/9/26,0,14.1,13.8,21,7.2,24.3,28.6,69.9,49.25,,,
9021,2009/9/27,0,17.1,18.8,26.5,7.7,24.2,16.8,55.2,36,,,
9021,2009/9/28,2.2,13.8,6.4,17,10.6,13.8,67.1,100,83.55,,,
9021,2009/9/29,2,11.2,6.2,14.3,8.1,14.5,67.5,100,83.75,,,
9021,2009/9/30,3.2,12.25,13.7,19.1,5.4,22.6,39.4,97.1,68.25,,,
9021,2009/10/1,0,12,16.2,20.1,3.9,24.5,37.4,100,68.7,,,
9021,2009/10/2,0,13.95,15.7,21.8,6.1,24.3,43.7,100,71.85,,,
9021,2009/10/3,0.6,15.9,8.6,20.2,11.6,23.6,49.9,86.4,68.15,,,
9021,2009/10/4,0,12.45,15.5,20.2,4.7,23,40.6,100,70.3,,,
9021,2009/10/5,0,18,12.6,24.3,11.7,25.2,29.3,64.8,47.05,,,
9021,2009/10/6,0,16.15,15.3,23.8,8.5,23.8,40.7,100,70.35,,,
9021,2009/10/7,0,16.8,12,22.8,10.8,17.7,49,100,74.5,,,
9021,2009/10/8,0,16.95,14.9,24.4,9.5,25.7,40.9,100,70.45,,,
9021,2009/10/9,0,15.6,14.8,23,8.2,21.9,54.1,100,77.05,,,
9021,2009/10/10,0,17.35,6.5,20.6,14.1,15.2,51.1,77.1,64.1,,,
9021,2009/10/11,0.4,13.15,9.1,17.7,8.6,19.4,41.5,75.2,58.35,,,
9021,2009/10/12,0,13.6,12.4,19.8,7.4,16.6,42.9,96.2,69.55,,,
9021,2009/10/13,0,14.8,11.8,20.7,8.9,22,43.8,93.9,68.85,,,
9021,2009/10/14,0,16.05,15.7,23.9,8.2,27.2,34.1,92.9,63.5,,,
9021,2009/10/15,0,20.3,15,27.8,12.8,27.7,27.6,69.7,48.65,,,
9021,2009/10/16,0,22.35,18.3,31.5,13.2,27.7,20.3,62,41.15,,,
9021,2009/10/17,0,27.05,19.9,37,17.1,27.4,9.9,31.8,20.85,,,
9021,2009/10/18,0,19.3,12.6,25.6,13,26.6,53.3,100,76.65,,,
9021,2009/10/19,0,19.15,6.1,22.2,16.1,18.7,46.7,68.4,57.55,,,
9021,2009/10/20,0,16.55,14.3,23.7,9.4,28.3,34.5,85.7,60.1,,,
9021,2009/10/21,0,18.8,14.2,25.9,11.7,28.3,25.4,61.9,43.65,,,
9021,2009/10/22,0,16.5,16.8,24.9,8.1,26.8,37.8,100,68.9,,,
9021,2009/10/23,0,19.85,14.5,27.1,12.6,26.8,33.7,83,58.35,,,
9021,2009/10/24,0,17.65,7.1,21.2,14.1,10.4,42.1,65.9,54,,,
9021,2009/10/25,0,23.75,17.5,32.5,15,28,23.3,66.9,45.1,,,
9021,2009/10/26,0,20.45,7.9,24.4,16.5,4.4,58.3,94.9,76.6,,,
9021,2009/10/27,2,21.15,11.1,26.7,15.6,22.4,54.5,100,77.25,,,
9021,2009/10/28,0,18.15,6.5,21.4,14.9,16.1,48.7,73.2,60.95,,,
9021,2009/10/29,1,14.85,12.9,21.3,8.4,22.3,39.1,89.9,64.5,,,
9021,2009/10/30,0,17.6,20.4,27.8,7.4,29.3,33.2,100,66.6,,,
9021,2009/10/31,0,18.05,12.9,24.5,11.6,29.6,38.1,85.7,61.9,,,
9021,2009/11/1,0,17.3,14,24.3,10.3,31.1,14.2,34.3,24.25,,,
9021,2009/11/2,0,18.4,16,26.4,10.4,31.2,21.2,57.9,39.55,,,
9021,2009/11/3,0,21.3,20,31.3,11.3,30.7,18.4,62.8,40.6,,,
9021,2009/11/4,0,25.1,18.8,34.5,15.7,22.3,17.2,52.7,34.95,,,
9021,2009/11/5,0,25.85,10.7,31.2,20.5,16.1,30.4,57.3,43.85,,,
9021,2009/11/6,0,24.6,9.8,29.5,19.7,17.5,40.5,72.8,56.65,,,
9021,2009/11/7,0,18.65,10.7,24,13.3,24.8,47.6,93,70.3,,,
9021,2009/11/8,0,17.3,12.4,23.5,11.1,29,47.7,100,73.85,,,
9021,2009/11/9,0,20.15,21.5,30.9,9.4,28.9,27.8,100,63.9,,,
9021,2009/11/10,0,25,15.8,32.9,17.1,26.3,32.2,82.6,57.4,,,
9021,2009/11/11,0,23.3,20.8,33.7,12.9,26.1,30.8,100,65.4,,,
9021,2009/11/12,0.4,25,11.2,30.6,19.4,15.9,44.6,87,65.8,,,
9021,2009/11/13,1.4,22.45,7.5,26.2,18.7,26.1,53.8,84.9,69.35,,,
9021,2009/11/14,0,18.2,11,23.7,12.7,30.9,42.3,84.5,63.4,,,
9021,2009/11/15,0,18.5,18.2,27.6,9.4,31.5,37.4,100,68.7,,,
9021,2009/11/16,0,19.75,8.1,23.8,15.7,23,52.9,87.5,70.2,,,
9021,2009/11/17,0,17.55,10.7,22.9,12.2,20,43,84.5,63.75,,,
9021,2009/11/18,7.2,18.7,7,22.2,15.2,11.5,60.2,93.3,76.75,,,
9021,2009/11/19,19.6,17.3,8.2,21.4,13.2,22.6,59.3,99.6,79.45,,,
9021,2009/11/20,3.8,16.95,10.1,22,11.9,21.7,40.9,77.6,59.25,,,
9021,2009/11/21,0,16.6,12,22.6,10.6,27.5,36.8,79.1,57.95,,,
9021,2009/11/22,0,19.6,16.4,27.8,11.4,30.7,34.5,95.8,65.15,,,
9021,2009/11/23,0,22.75,23.1,34.3,11.2,31.4,14.6,59.4,37,,,
9021,2009/11/24,0,24.2,25.8,37.1,11.3,31.6,10.3,48.6,29.45,,,
9021,2009/11/25,0,17.5,13.2,24.1,10.9,28.2,45.3,100,72.65,,,
9021,2009/11/26,0,15.7,11.8,21.6,9.8,29,31,66.1,48.55,,,
9021,2009/11/27,0,14.85,16.1,22.9,6.8,30,28.3,80,54.15,,,
9021,2009/11/28,0,20.75,21.7,31.6,9.9,33.6,20.2,77.1,48.65,,,
9021,2009/11/29,0,20.65,18.1,29.7,11.6,34.2,24.9,76.2,50.55,,,
9021,2009/11/30,0,18.05,17.3,26.7,9.4,34.8,38.3,100,69.15,,,
9021,2009/12/1,0,19.1,11.2,24.7,13.5,30.8,36.3,73.1,54.7,,,
9021,2009/12/2,0,16.7,15.2,24.3,9.1,33.1,29.3,77.1,53.2,,,
9021,2009/12/3,0,21.65,15.3,29.3,14,33.5,26,66.4,46.2,,,
9021,2009/12/4,0,24.6,22.4,35.8,13.4,32.4,18,69,43.5,,,
9021,2009/12/5,0,28.05,18.3,37.2,18.9,31.3,22.5,65.5,44,,,
9021,2009/12/6,0,25,14.6,32.3,17.7,30.3,31,74.1,52.55,,,
9021,2009/12/7,0,23.75,11.5,29.5,18,29.8,30.3,60.6,45.45,,,
9021,2009/12/8,0,20.75,15.1,28.3,13.2,33.8,24.4,62,43.2,,,
9021,2009/12/9,0,21.9,15.6,29.7,14.1,33.9,28.5,74,51.25,,,
9021,2009/12/10,0,21,14.8,28.4,13.6,33.8,22.5,55.9,39.2,,,
9021,2009/12/11,0,22.8,19,32.3,13.3,33.9,20.1,63.6,41.85,,,
9021,2009/12/12,0,24.85,24.5,37.1,12.6,34.1,10,43.2,26.6,,,
9021,2009/12/13,0,26,26,39,13,33.6,10.6,49.4,30,,,
9021,2009/12/14,0,20.05,16.9,28.5,11.6,32,42.9,100,71.45,,,
9021,2009/12/15,0,19.5,17.2,28.1,10.9,29.4,27.4,79.8,53.6,,,
9021,2009/12/16,0,19.9,11.2,25.5,14.3,30,31.9,63.8,47.85,,,
9021,2009/12/17,0,21.15,15.9,29.1,13.2,33.9,20.9,55.4,38.15,,,
9021,2009/12/18,0,25.1,19.4,34.8,15.4,33.4,17.8,56.6,37.2,,,
9021,2009/12/19,0,28.7,17,37.2,20.2,27.4,17.7,47.3,32.5,,,
9021,2009/12/20,0,27.95,17.1,36.5,19.4,31.9,28.5,77.3,52.9,,,
9021,2009/12/21,0,27.65,13.1,34.2,21.1,31.1,27,58,42.5,,,
9021,2009/12/22,0,25.6,14,32.6,18.6,28.9,28.5,65.4,46.95,,,
9021,2009/12/23,0,21.1,11.6,26.9,15.3,33.5,28.8,58.7,43.75,,,
9021,2009/12/24,0,22.8,16,30.8,14.8,34.6,23,60.6,41.8,,,
9021,2009/12/25,0,24.8,22.8,36.2,13.4,31,18.6,72.9,45.75,,,
9021,2009/12/26,0,24.75,20.7,35.1,14.4,32.6,19.8,68.3,44.05,,,
9021,2009/12/27,0,24.7,15.8,32.6,16.8,33.5,25.6,65.9,45.75,,,
9021,2009/12/28,0,28.6,23.2,40.2,17,29.2,15.6,59.9,37.75,,,
9021,2009/12/29,0,33.7,18,42.7,24.7,18.8,16.5,45,30.75,,,
9021,2009/12/30,0,21.7,7.6,25.5,17.9,29.1,36.2,57.6,46.9,,,
9021,2009/12/31,0,21.4,12.4,27.6,15.2,34,27.9,59.7,43.8,,,
9021,2010/1/1,0,22.25,18.1,31.3,13.2,35,23.4,70.6,47,,,
9021,2010/1/2,0,27.15,20.5,37.4,16.9,34.7,18.1,60.3,39.2,,,
9021,2010/1/3,0,30.75,19.9,40.7,20.8,34,9,28.1,18.55,,,
9021,2010/1/4,0,28.95,15.7,36.8,21.1,33,20.8,51.6,36.2,,,
9021,2010/1/5,0,29.05,20.7,39.4,18.7,33.3,18.8,62.2,40.5,,,
9021,2010/1/6,0,29.05,13.7,35.9,22.2,31.6,25.9,57.2,41.55,,,
9021,2010/1/7,0,22.8,12.4,29,16.6,32.9,39.9,84.7,62.3,,,
9021,2010/1/8,0,24.25,17.7,33.1,15.4,33.7,30.2,87.5,58.85,,,
9021,2010/1/9,0,25.75,14.7,33.1,18.4,32.6,25.9,61.9,43.9,,,
9021,2010/1/10,0,20.4,14,27.4,13.4,25.7,44.4,100,72.2,,,
9021,2010/1/11,0,19.2,13.6,26,12.4,33.7,28.6,66.7,47.65,,,
9021,2010/1/12,0,22.35,14.9,29.8,14.9,33.9,24.8,61.4,43.1,,,
9021,2010/1/13,0,24.85,21.3,35.5,14.2,34,18.9,67.4,43.15,,,
9021,2010/1/14,0,28.95,20.3,39.1,18.8,33.6,15.9,51.6,33.75,,,
9021,2010/1/15,0,27.35,16.1,35.4,19.3,33.7,23.8,61.2,42.5,,,
9021,2010/1/16,0,25.85,20.3,36,15.7,34.9,15.1,50.5,32.8,,,
9021,2010/1/17,0,31.75,22.5,43,20.5,34,10.4,37.3,23.85,,,
9021,2010/1/18,0,34.9,16.6,43.2,26.6,32.6,6.6,16.7,11.65,,,
9021,2010/1/19,0,34.6,15.2,42.2,27,26.8,11.1,25.8,18.45,,,
9021,2010/1/20,0,26.5,11,32,21,28.5,41,78.4,59.7,,,
9021,2010/1/21,0,24.55,12.1,30.6,18.5,30.4,29.8,61.5,45.65,,,
9021,2010/1/22,0,23.9,14,30.9,16.9,32.3,25.1,58.2,41.65,,,
9021,2010/1/23,0,27,20.4,37.2,16.8,28.5,19.4,64.3,41.85,,,
9021,2010/1/24,0,30.7,11.4,36.4,25,29.9,23.7,45.5,34.6,,,
9021,2010/1/25,0,26.25,11.1,31.8,20.7,20.9,40,77,58.5,,,
9021,2010/1/26,0,27.5,13.6,34.3,20.7,29.8,29.9,66.4,48.15,,,
9021,2010/1/27,0,28.45,16.7,36.8,20.1,30.9,26.4,69.7,48.05,,,
9021,2010/1/28,0,28.15,16.9,36.6,19.7,30.7,26.1,69.7,47.9,,,
9021,2010/1/29,0,30.15,19.9,40.1,20.2,30.2,17.9,56.2,37.05,,,
9021,2010/1/30,0,28.1,11.2,33.7,22.5,31.6,28.7,55.1,41.9,,,
9021,2010/1/31,0,23.75,16.1,31.8,15.7,32.3,20.4,53.9,37.15,,,
9021,2010/2/1,0,25.55,16.5,33.8,17.3,31.1,21.3,56.7,39,,,
9021,2010/2/2,0,23.3,13.2,29.9,16.7,29.3,30.6,67.9,49.25,,,
9021,2010/2/3,0,20.1,15,27.6,12.6,31.7,19.8,50.1,34.95,,,
9021,2010/2/4,0,21.6,14.4,28.8,14.4,30.3,20.2,48.8,34.5,,,
9021,2010/2/5,0,21.9,22.8,33.3,10.5,23.2,15.8,63.8,39.8,,,
9021,2010/2/6,0,20.75,9.1,25.3,16.2,22.1,47.1,82.6,64.85,,,
9021,2010/2/7,0,22.75,9.3,27.4,18.1,24.8,50.1,88.2,69.15,,,
9021,2010/2/8,0,26.35,17.1,34.9,17.8,27.8,25.2,69.2,47.2,,,
9021,2010/2/9,0,27.05,19.1,36.6,17.5,28.6,25.6,78.5,52.05,,,
9021,2010/2/10,0,23.3,5.8,26.2,20.4,12.3,61.8,87.7,74.75,,,
9021,2010/2/11,0,24.1,7.6,27.9,20.3,21.9,55.6,87.8,71.7,,,
9021,2010/2/12,0,24.8,16.6,33.1,16.5,27.8,38.4,100,69.2,,,
9021,2010/2/13,0,26.1,14.4,33.3,18.9,28.9,26.8,62.8,44.8,,,
9021,2010/2/14,0,27,21.4,37.7,16.3,28.5,21.6,76.1,48.85,,,
9021,2010/2/15,0,24.7,16.4,32.9,16.5,27.1,30.2,80.5,55.35,,,
9021,2010/2/16,0,25.25,14.3,32.4,18.1,25.1,32.9,77.1,55,,,
9021,2010/2/17,0,27.35,12.9,33.8,20.9,25.8,34.2,72.9,53.55,,,
9021,2010/2/18,0,26.65,18.9,36.1,17.2,27.7,32.5,98.9,65.7,,,
9021,2010/2/19,0,23.75,9.9,28.7,18.8,21.8,51.1,92.7,71.9,,,
9021,2010/2/20,0,22.25,13.3,28.9,15.6,23.2,39.2,88.1,63.65,,,
9021,2010/2/21,0,23.45,15.7,31.3,15.6,26.1,33,85.3,59.15,,,
9021,2010/2/22,0,26.3,16,34.3,18.3,26.9,21.4,55.2,38.3,,,
9021,2010/2/23,0,26.3,20.8,36.7,15.9,24.7,21.7,74.2,47.95,,,
9021,2010/2/24,0,30.3,17.8,39.2,21.4,26.8,19.9,55.3,37.6,,,
9021,2010/2/25,0,33.1,17.6,41.9,24.3,26.6,16.9,45.4,31.15,,,
9021,2010/2/26,0,32.25,10.5,37.5,27,16.3,22.5,40.7,31.6,,,
9021,2010/2/27,0,30,17.4,38.7,21.3,26.4,22.2,60.4,41.3,,,
9021,2010/2/28,0,28.85,16.7,37.2,20.5,27.5,19.9,52.3,36.1,,,
9021,2010/3/1,0,30.9,17.4,39.6,22.2,27.9,18.3,49.3,33.8,,,
9021,2010/3/2,0,28.65,17.9,37.6,19.7,26.5,15,42.3,28.65,,,
9021,2010/3/3,0,24.4,14,31.4,17.4,25.2,33.3,77,55.15,,,
9021,2010/3/4,0,22.3,11.4,28,16.6,26,31.2,62.5,46.85,,,
9021,2010/3/5,0,20,14.2,27.1,12.9,26,25.9,62.5,44.2,,,
9021,2010/3/6,0,21.15,16.7,29.5,12.8,25.7,25.2,70.4,47.8,,,
9021,2010/3/7,0,25.15,14.5,32.4,17.9,25.6,26.7,63.4,45.05,,,
9021,2010/3/8,0,24.65,14.5,31.9,17.4,24.9,27.7,66,46.85,,,
9021,2010/3/9,0,25.6,15,33.1,18.1,24,26.7,65,45.85,,,
9021,2010/3/10,0,26.6,15.6,34.4,18.8,23.8,19.7,49.3,34.5,,,
9021,2010/3/11,0,30.1,16.6,38.4,21.8,21.9,15.1,39.1,27.1,,,
9021,2010/3/12,0,34.85,12.5,41.1,28.6,20.1,11.1,22.2,16.65,,,
9021,2010/3/13,0,26.15,12.7,32.5,19.8,5.7,33.3,70.6,51.95,,,
9021,2010/3/14,0,26,9.8,30.9,21.1,20.9,47,84,65.5,,,
9021,2010/3/15,0,22.8,10.2,27.9,17.7,20.2,53,98.3,75.65,,,
9021,2010/3/16,0,21.35,10.5,26.6,16.1,23,32.2,61.2,46.7,,,
9021,2010/3/17,0,21.05,16.5,29.3,12.8,23.9,21.8,60.2,41,,,
9021,2010/3/18,0,20.25,17.3,28.9,11.6,21.4,26.4,76.9,51.65,,,
9021,2010/3/19,0,19.6,11,25.1,14.1,9.3,43.3,85.8,64.55,,,
9021,2010/3/20,0,21.45,18.1,30.5,12.4,21.6,34.6,100,67.3,,,
9021,2010/3/21,0,26.4,13.8,33.3,19.5,17.6,31.9,71.9,51.9,,,
9021,2010/3/22,0,27.15,13.1,33.7,20.6,12.1,40.9,88.2,64.55,,,
9021,2010/3/23,43.2,25.55,14.5,32.8,18.3,13.7,43,100,71.5,,,
9021,2010/3/24,0,22.4,10,27.4,17.4,21.1,52.9,97.2,75.05,,,
9021,2010/3/25,0,24.65,9.7,29.5,19.8,16.3,48.5,86.6,67.55,,,
9021,2010/3/26,0,23.8,10.2,28.9,18.7,17.2,41.7,77,59.35,,,
9021,2010/3/27,0,22.05,6.1,25.1,19,11,55.6,80.6,68.1,,,
9021,2010/3/28,0,20.6,11.4,26.3,14.9,21.4,32.4,65.6,49,,,
9021,2010/3/29,0,21.15,16.3,29.3,13,21.5,29.4,80.2,54.8,,,
9021,2010/3/30,0,23.6,17.8,32.5,14.7,20.5,19.2,56.2,37.7,,,
9021,2010/3/31,0,21.45,16.9,29.9,13,19.4,36.5,100,68.25,,,
9021,2010/4/1,0,23.6,12.4,29.8,17.4,19.6,32.2,68,50.1,,,
9021,2010/4/2,0,23.1,12.8,29.5,16.7,18.9,36.9,80,58.45,,,
9021,2010/4/3,0,20.55,4.7,22.9,18.2,17.2,49.4,66.1,57.75,,,
9021,2010/4/4,0.6,20.35,6.3,23.5,17.2,16.1,50.1,73.9,62,,,
9021,2010/4/5,0,17.2,13.2,23.8,10.6,13.5,50.9,100,75.45,,,
9021,2010/4/6,0,20.9,10.8,26.3,15.5,13.6,45.9,89.2,67.55,,,
9021,2010/4/7,0,20.5,18.8,29.9,11.1,19.1,32.5,100,66.25,,,
9021,2010/4/8,0,19.25,12.9,25.7,12.8,19.2,47.3,100,73.65,,,
9021,2010/4/9,0,20.65,9.9,25.6,15.7,18.4,44.8,82.5,63.65,,,
9021,2010/4/10,0,18.7,12.2,24.8,12.6,18.9,32.6,70,51.3,,,
9021,2010/4/11,0,21.7,17.2,30.3,13.1,17.9,23.6,67.7,45.65,,,
9021,2010/4/12,0.8,17.4,2.2,18.5,16.3,5,76.1,87.5,81.8,,,
9021,2010/4/13,3.4,17.9,12.6,24.2,11.6,11.2,42.1,93,67.55,,,
9021,2010/4/14,11.6,19.1,9,23.6,14.6,12.6,56,98.1,77.05,,,
9021,2010/4/15,1.2,19,6.8,22.4,15.6,11.8,65,99.4,82.2,,,
9021,2010/4/16,5.6,19.1,10.6,24.4,13.8,15.4,59.9,100,79.95,,,
9021,2010/4/17,0,19,15.8,26.9,11.1,16.2,40.4,100,70.2,,,
9021,2010/4/18,0,24.4,16.2,32.5,16.3,17.6,26.4,69.6,48,,,
9021,2010/4/19,0,22.85,10.5,28.1,17.6,17.5,35.8,67.6,51.7,,,
9021,2010/4/20,0,20.05,9.9,25,15.1,16.5,60,100,80,,,
9021,2010/4/21,0,18.1,13.4,24.8,11.4,12.5,56.2,100,78.1,,,
9021,2010/4/22,0,17.7,6.4,20.9,14.5,5.9,56.3,84.2,70.25,,,
9021,2010/4/23,0,15.15,15.3,22.8,7.5,14.8,43.6,100,71.8,,,
9021,2010/4/24,0,16.5,16.6,24.8,8.2,17.1,30.4,87.4,58.9,,,
9021,2010/4/25,0,17.8,17.6,26.6,9,16,20.4,61.9,41.15,,,
9021,2010/4/26,0,16.55,16.3,24.7,8.4,16.4,46.9,100,73.45,,,
9021,2010/4/27,0,17.9,17.4,26.6,9.2,16.3,29.6,88.6,59.1,,,
9021,2010/4/28,0,18.45,22.3,29.6,7.3,14.8,21,85.1,53.05,,,
9021,2010/4/29,0,20,19,29.5,10.5,14.1,21.3,69.4,45.35,,,
9021,2010/4/30,0,17.35,11.9,23.3,11.4,9.5,59.8,100,79.9,,,
9021,2010/5/1,0.6,16.65,10.7,22,11.3,10.6,67.4,100,83.7,,,
9021,2010/5/2,0,16.95,14.5,24.2,9.7,15.6,34.4,86.5,60.45,,,
9021,2010/5/3,0,15.4,15,22.9,7.9,9.8,45.1,100,72.55,,,
9021,2010/5/4,0,15.85,12.1,21.9,9.8,15.8,31.2,67.7,49.45,,,
9021,2010/5/5,0,16.6,18.4,25.8,7.4,15.9,24.7,79.7,52.2,,,
9021,2010/5/6,0,15.3,21.2,25.9,4.7,15.3,24.8,97.2,61,,,
9021,2010/5/7,0,19.8,19.4,29.5,10.1,15.4,21.1,70.4,45.75,,,
9021,2010/5/8,0,17.8,18.2,26.9,8.7,15.1,19.2,60.5,39.85,,,
9021,2010/5/9,0,14.4,17,22.9,5.9,13.9,49.4,100,74.7,,,
9021,2010/5/10,0,12.45,15.5,20.2,4.7,12.8,38.5,100,69.25,,,
9021,2010/5/11,0,14.85,16.3,23,6.7,14.6,29.9,85.6,57.75,,,
9021,2010/5/12,0,15.75,14.7,23.1,8.4,13.9,34.3,88.1,61.2,,,
9021,2010/5/13,19.6,13.3,6.6,16.6,10,6.6,76.3,100,88.15,,,
9021,2010/5/14,0,10.45,15.9,18.4,2.5,12.6,46.3,100,73.15,,,
9021,2010/5/15,0,10.15,18.1,19.2,1.1,13.3,40.9,100,70.45,,,
9021,2010/5/16,0,13.9,13.6,20.7,7.1,10.4,42.6,100,71.3,,,
9021,2010/5/17,0,14.25,17.1,22.8,5.7,13.4,35,100,67.5,,,
9021,2010/5/18,0,18.2,12.8,24.6,11.8,11.2,22.6,50.6,36.6,,,
9021,2010/5/19,0,16.1,13.2,22.7,9.5,12.8,50.8,100,75.4,,,
9021,2010/5/20,0,17.65,20.3,27.8,7.5,13.1,29.4,100,64.7,,,
9021,2010/5/21,0,18.95,10.1,24,13.9,6.4,30.5,57.3,43.9,,,
9021,2010/5/22,19.8,17.2,4.8,19.6,14.8,4.7,75,100,87.5,,,
9021,2010/5/23,19.8,15.75,4.7,18.1,13.4,5.8,60.7,82,71.35,,,
9021,2010/5/24,0,12.1,13.4,18.8,5.4,11.7,52.6,100,76.3,,,
9021,2010/5/25,0,13.65,11.5,19.4,7.9,11.7,46.2,97.7,71.95,,,
9021,2010/5/26,0,14.95,15.7,22.8,7.1,10.5,35.7,98.2,66.95,,,
9021,2010/5/27,17.2,14.25,8.7,18.6,9.9,9,59.8,100,79.9,,,
9021,2010/5/28,11.6,14.5,11.8,20.4,8.6,12,52.6,100,76.3,,,
9021,2010/5/29,0,14.8,12.6,21.1,8.5,12.2,46.4,100,73.2,,,
9021,2010/5/30,0,17.05,14.3,24.2,9.9,12,29.8,73.8,51.8,,,
9021,2010/5/31,0,14.2,13.4,20.9,7.5,9.5,44.5,100,72.25,,,
9021,2010/6/1,0,13.1,12.2,19.2,7,12.2,58.5,100,79.25,,,
9021,2010/6/2,0,13.7,14.6,21,6.4,12.1,41.8,100,70.9,,,
9021,2010/6/3,0,13.5,15.8,21.4,5.6,11.2,44,100,72,,,
9021,2010/6/4,0,15,11.2,20.6,9.4,10.1,52.8,100,76.4,,,
9021,2010/6/5,0,17.95,6.5,21.2,14.7,6.7,52.1,78.4,65.25,,,
9021,2010/6/6,0,18.25,8.1,22.3,14.2,10,44.6,74.1,59.35,,,
9021,2010/6/7,0,14.6,11.6,20.4,8.8,10.4,41.3,87.5,64.4,,,
9021,2010/6/8,0,13.95,6.7,17.3,10.6,11.7,42.6,65.8,54.2,,,
9021,2010/6/9,0,12.75,9.9,17.7,7.8,12.2,36.6,70,53.3,,,
9021,2010/6/10,0,12.85,12.7,19.2,6.5,11.9,32.8,75.5,54.15,,,
9021,2010/6/11,0,14.3,12.6,20.6,8,10.4,30.1,68.1,49.1,,,
9021,2010/6/12,0,15.85,14.5,23.1,8.6,11.4,26.5,67.2,46.85,,,
9021,2010/6/13,0,15.65,18.1,24.7,6.6,11.4,22.2,70.8,46.5,,,
9021,2010/6/14,5.8,15.6,9.6,20.4,10.8,7.3,66,100,83,,,
9021,2010/6/15,11.6,15.3,2.2,16.4,14.2,2.5,83.2,95.8,89.5,,,
9021,2010/6/16,5.8,14.95,7.1,18.5,11.4,9.8,65.8,100,82.9,,,
9021,2010/6/17,0,12.3,13.2,18.9,5.7,7.8,45.4,100,72.7,,,
9021,2010/6/18,0.2,14.7,10.8,20.1,9.3,8.1,55.3,100,77.65,,,
9021,2010/6/19,0.6,17.05,7.3,20.7,13.4,8.4,61.5,97.6,79.55,,,
9021,2010/6/20,0,13.85,14.3,21,6.7,10.4,45.9,100,72.95,,,
9021,2010/6/21,0,14.4,12.8,20.8,8,10.9,41.1,94.2,67.65,,,
9021,2010/6/22,0,13.85,11.5,19.6,8.1,7.2,55.3,100,77.65,,,
9021,2010/6/23,20.6,14.45,5.7,17.3,11.6,8.7,77.5,100,88.75,,,
9021,2010/6/24,2.6,8.5,14,15.5,1.5,11.3,48.3,100,74.15,,,
9021,2010/6/25,0,8.1,15.6,15.9,0.3,11.4,37.1,100,68.55,,,
9021,2010/6/26,0,8.6,16.8,17,0.2,11.6,30,93.6,61.8,,,
9021,2010/6/27,0,9.95,16.5,18.2,1.7,8.6,31.1,94.1,62.6,,,
9021,2010/6/28,0,8.65,13.7,15.5,1.8,9.4,59.7,100,79.85,,,
9021,2010/6/29,0,10,15.4,17.7,2.3,10.7,50.4,100,75.2,,,
9021,2010/6/30,0,9.15,16.1,17.2,1.1,10.2,42.8,100,71.4,,,
9021,2010/7/1,0,10.5,13.4,17.2,3.8,11.2,48.4,100,74.2,,,
9021,2010/7/2,0.2,10.4,12.8,16.8,4,8.5,48.6,100,74.3,,,
9021,2010/7/3,0,7.2,16.4,15.4,-1,11.5,42.3,100,71.15,,,
9021,2010/7/4,0,8.6,17.6,17.4,-0.2,10.6,40.3,100,70.15,,,
9021,2010/7/5,0,8.05,17.1,16.6,-0.5,9.6,41.8,100,70.9,,,
9021,2010/7/6,0,9.9,16.2,18,1.8,9.8,37.8,100,68.9,,,
9021,2010/7/7,0,12.75,16.1,20.8,4.7,12,27.7,79.6,53.65,,,
9021,2010/7/8,0,10.5,14,17.5,3.5,3.3,35,89.2,62.1,,,
9021,2010/7/9,43,10.55,3.5,12.3,8.8,2.9,77.6,98.1,87.85,,,
9021,2010/7/10,21.6,12.4,11.2,18,6.8,7.8,60.1,100,80.05,,,
9021,2010/7/11,12.6,14.35,9.3,19,9.7,7.5,60.6,100,80.3,,,
9021,2010/7/12,24.6,13.45,4.7,15.8,11.1,6.4,56.9,77.2,67.05,,,
9021,2010/7/13,5.8,12.8,9,17.3,8.3,9,62.8,100,81.4,,,
9021,2010/7/14,0,11.7,14.2,18.8,4.6,11.8,48,100,74,,,
9021,2010/7/15,0,14.6,11.8,20.5,8.7,12.2,46,98.7,72.35,,,
9021,2010/7/16,0,12.1,16,20.1,4.1,9.2,40.4,100,70.2,,,
9021,2010/7/17,4.6,10.95,13.1,17.5,4.4,9.6,53,100,76.5,,,
9021,2010/7/18,0,9.5,15,17,2,8.9,44.4,100,72.2,,,
9021,2010/7/19,0,12.05,11.7,17.9,6.2,10.6,50.7,100,75.35,,,
