station,date,rain,avg_temp,delta_temp,max_temp,min_temp,radiation,max_trh,min_trh,avg_trh,,,,
94030,2003/8/24,15.7,10.2,6.4,13.4,7,2.5,88.5,100,94.25,,,,
94030,2003/8/25,31.4,10.5,4.8,12.9,8.1,13.4,51.8,71.3,61.55,,,,
94030,2003/8/26,0.4,8.5,7.6,12.3,4.7,12.4,49.7,83.2,66.45,,,,
94030,2003/8/27,0.2,7.7,8.6,12,3.4,11.6,50.7,91.1,70.9,,,,
94030,2003/8/28,0,11.65,8.1,15.7,7.6,8.1,48.2,82.4,65.3,,,,
94030,2003/8/29,0,12,10.4,17.2,6.8,11.7,47.4,94.2,70.8,,,,
94030,2003/8/30,1.2,8.5,1.2,9.1,7.9,2.3,80.5,87.3,83.9,,,,
94030,2003/8/31,6,5.65,7.1,9.2,2.1,8.5,57.6,94.3,75.95,,,,
94030,2003/9/1,0,7.55,10.7,12.9,2.2,15,47.1,97.8,72.45,,,,
94030,2003/9/2,0,11.3,8.8,15.7,6.9,9.1,47.7,85.5,66.6,,,,
94030,2003/9/3,10.2,8.65,8.3,12.8,4.5,14.7,42.6,74.8,58.7,,,,
94030,2003/9/4,0,12.95,14.9,20.4,5.5,15.8,15.4,41,28.2,,,,
94030,2003/9/5,5.2,9.4,3.6,11.2,7.6,12.1,57.2,72.9,65.05,,,,
94030,2003/9/6,0,9.35,9.9,14.3,4.4,13.7,44.8,87.3,66.05,,,,
94030,2003/9/7,0,8.85,5.7,11.7,6,14.8,42.2,62.1,52.15,,,,
94030,2003/9/8,0,6.1,9.4,10.8,1.4,14.3,50.2,96.2,73.2,,,,
94030,2003/9/9,0,7.8,8.4,12,3.6,12,52.1,92.4,72.25,,,,
94030,2003/9/10,0,8.4,4.4,10.6,6.2,6.1,57.9,78.1,68,,,,
94030,2003/9/11,3.4,9.95,7.3,13.6,6.3,15.1,54,88,71,,,,
94030,2003/9/12,0.2,9,10.8,14.4,3.6,10.6,47.6,98.7,73.15,,,,
94030,2003/9/13,1,10.8,9.6,15.6,6,13.8,40.1,76,58.05,,,,
94030,2003/9/14,0.2,8.45,8.7,12.8,4.1,12.8,48.7,88,68.35,,,,
94030,2003/9/15,5.7,6.55,10.1,11.6,1.5,15,54.9,100,77.45,,,,
94030,2003/9/16,4.9,9.95,8.5,14.2,5.7,9.5,51.9,91.8,71.85,,,,
94030,2003/9/17,5.9,10.05,9.3,14.7,5.4,12.9,52,97.1,74.55,,,,
94030,2003/9/18,13.1,7.7,8.8,12.1,3.3,16.6,48.2,87.9,68.05,,,,
94030,2003/9/19,3,10.7,8.6,15,6.4,14.7,54.6,96.8,75.7,,,,
94030,2003/9/20,4.4,11,10.6,16.3,5.7,18.6,41.6,84.1,62.85,,,,
94030,2003/9/21,0,11.4,9.8,16.3,6.5,15.4,48.6,93,70.8,,,,
94030,2003/9/22,1.6,9.9,14,16.9,2.9,11.5,35.9,91.7,63.8,,,,
94030,2003/9/23,6.2,12.85,11.1,18.4,7.3,19.1,37.3,77.3,57.3,,,,
94030,2003/9/24,3,11.1,6.4,14.3,7.9,19,44.2,67.6,55.9,,,,
94030,2003/9/25,13,9.85,6.1,12.9,6.8,12.5,53.1,80,66.55,,,,
94030,2003/9/26,0,7.95,8.3,12.1,3.8,16.5,49.6,87.3,68.45,,,,
94030,2003/9/27,0,5.8,9.4,10.5,1.1,15.2,52.8,100,76.4,,,,
94030,2003/9/28,3.9,8.05,13.1,14.6,1.5,15.7,39.1,95.5,67.3,,,,
94030,2003/9/29,1.3,7.3,7.4,11,3.6,17.8,47.3,78.5,62.9,,,,
94030,2003/9/30,0.3,9.35,11.7,15.2,3.5,17.8,45.8,100,72.9,,,,
94030,2003/10/1,0,8.3,10.4,13.5,3.1,18.6,50.4,100,75.2,,,,
94030,2003/10/2,0.2,8.7,5.2,11.3,6.1,14,54.6,77.6,66.1,,,,
94030,2003/10/3,0,8.95,5.7,11.8,6.1,18,51.3,75.5,63.4,,,,
94030,2003/10/4,0.2,8.45,11.7,14.3,2.6,22.9,44.2,97.8,71,,,,
94030,2003/10/5,0,9.25,9.3,13.9,4.6,11.7,58.6,100,79.3,,,,
94030,2003/10/6,0,11.65,10.1,16.7,6.6,22,46.8,91.4,69.1,,,,
94030,2003/10/7,0,13.6,6.8,17,10.2,12.7,48.5,75.6,62.05,,,,
94030,2003/10/8,0.2,8.7,5.2,11.3,6.1,15.2,50.1,71.2,60.65,,,,
94030,2003/10/9,0.2,6.95,8.5,11.2,2.7,16.9,48.9,87.7,68.3,,,,
94030,2003/10/10,4.2,7.3,6.6,10.6,4,14.4,50.9,80,65.45,,,,
94030,2003/10/11,1.4,9.1,9.4,13.8,4.4,14.3,43.1,81.3,62.2,,,,
94030,2003/10/12,0.2,9.2,11.2,14.8,3.6,23.5,54.7,100,77.35,,,,
94030,2003/10/13,0,10.5,8.2,14.6,6.4,23.4,49.4,85.4,67.4,,,,
94030,2003/10/14,0,13.5,16.8,21.9,5.1,22.8,36.9,100,68.45,,,,
94030,2003/10/15,0,16.55,11.9,22.5,10.6,14.9,37.8,80.6,59.2,,,,
94030,2003/10/16,1.2,14.2,9.8,19.1,9.3,19.5,41.6,78.6,60.1,,,,
94030,2003/10/17,0,14.1,13.6,20.9,7.3,24.9,38,92,65,,,,
94030,2003/10/18,0,16.4,16.4,24.6,8.2,26,33.6,95.7,64.65,,,,
94030,2003/10/19,0,14.8,4.2,16.9,12.7,7.2,68.6,89.9,79.25,,,,
94030,2003/10/20,4.2,13.1,10.6,18.4,7.8,14.2,47.3,94.6,70.95,,,,
94030,2003/10/21,0,12.35,8.9,16.8,7.9,22.5,36.6,65.7,51.15,,,,
94030,2003/10/22,0.4,7.85,9.7,12.7,3,18.4,45,87.1,66.05,,,,
94030,2003/10/23,0,8.35,10.7,13.7,3,23.5,48.5,100,74.25,,,,
94030,2003/10/24,0.8,9.8,13.2,16.4,3.2,15.4,45.1,100,72.55,,,,
94030,2003/10/25,0,9.3,3.6,11.1,7.5,5.2,78.8,100,89.4,,,,
94030,2003/10/26,0,8.2,13.2,14.8,1.6,25.2,39.8,97.7,68.75,,,,
94030,2003/10/27,0,11.45,7.5,15.2,7.7,21.4,40.5,66.6,53.55,,,,
94030,2003/10/28,0,9.15,11.1,14.7,3.6,21.1,43.7,92.4,68.05,,,,
94030,2003/10/29,4.8,10.15,9.1,14.7,5.6,15.7,48.5,89.1,68.8,,,,
94030,2003/10/30,0,11.25,8.1,15.3,7.2,20.7,40.9,69.9,55.4,,,,
94030,2003/10/31,0,10.4,6.8,13.8,7,12.9,47.6,74.9,61.25,,,,
94030,2003/11/1,2.6,10.9,7.2,14.5,7.3,20.6,45.5,73.4,59.45,,,,
94030,2003/11/2,0,10.05,8.5,14.3,5.8,26.5,36.2,64,50.1,,,,
94030,2003/11/3,0,13.2,9.2,17.8,8.6,18.8,48.6,88.7,68.65,,,,
94030,2003/11/4,0,14.3,11.2,19.9,8.7,27.9,35.3,72.9,54.1,,,,
94030,2003/11/5,0,14.9,12.8,21.3,8.5,26.3,36.3,83,59.65,,,,
94030,2003/11/6,0,13.25,10.5,18.5,8,28.1,32.9,65.3,49.1,,,,
94030,2003/11/7,0,11.1,12.4,17.3,4.9,29,36,82,59,,,,
94030,2003/11/8,0,12.75,9.1,17.3,8.2,22,48.6,88.3,68.45,,,,
94030,2003/11/9,0,15.7,9.6,20.5,10.9,28.7,35.7,66,50.85,,,,
94030,2003/11/10,0,14.35,14.9,21.8,6.9,30.1,39.8,100,69.9,,,,
94030,2003/11/11,0,16.1,7,19.6,12.6,25.7,50,78.2,64.1,,,,
94030,2003/11/12,0,12.3,7.2,15.9,8.7,22.2,45.4,72.9,59.15,,,,
94030,2003/11/13,0,13.05,15.9,21,5.1,30.1,32.2,91.1,61.65,,,,
94030,2003/11/14,0,19.05,18.3,28.2,9.9,28.4,21.7,68.1,44.9,,,,
94030,2003/11/15,0,22.4,20.4,32.6,12.2,25,25.4,88,56.7,,,,
94030,2003/11/16,0,11.25,6.7,14.6,7.9,25.6,42.1,65.7,53.9,,,,
94030,2003/11/17,0,13.05,9.9,18,8.1,29.7,35.4,67.6,51.5,,,,
94030,2003/11/18,0,14.15,17.9,23.1,5.2,24.2,29.7,95,62.35,,,,
94030,2003/11/19,0,21.4,15.4,29.1,13.7,25.9,31.8,81.7,56.75,,,,
94030,2003/11/20,0,18.8,6.4,22,15.6,15.2,59.8,89.2,74.5,,,,
94030,2003/11/21,0,11.8,6.4,15,8.6,24.1,39.3,60,49.65,,,,
94030,2003/11/22,0,12.65,9.1,17.2,8.1,26.6,39.3,71.3,55.3,,,,
94030,2003/11/23,0,11.45,5.1,14,8.9,12,53.8,75.5,64.65,,,,
94030,2003/11/24,0,12.75,6.7,16.1,9.4,29.2,49.2,76.4,62.8,,,,
94030,2003/11/25,0,13.2,7.8,17.1,9.3,20.7,54.4,90.5,72.45,,,,
94030,2003/11/26,0,13.4,6.8,16.8,10,28.8,47.6,74.2,60.9,,,,
94030,2003/11/27,0,12.3,8.2,16.4,8.2,31.2,49.9,85.6,67.75,,,,
94030,2003/11/28,0,16.75,12.5,23,10.5,31.5,39.9,88.3,64.1,,,,
94030,2003/11/29,0,20.35,20.9,30.8,9.9,31.1,26.8,97.6,62.2,,,,
94030,2003/11/30,0,25,13.8,31.9,18.1,15.9,16.9,38.5,27.7,,,,
94030,2003/12/1,0,15.05,8.3,19.2,10.9,33.1,28.3,48.3,38.3,,,,
94030,2003/12/2,0,16.3,10.2,21.4,11.2,23.1,40,76.7,58.35,,,,
94030,2003/12/3,0,18.9,11.6,24.7,13.1,19.1,40.5,83.6,62.05,,,,
94030,2003/12/4,0,16.45,15.3,24.1,8.8,19.5,40.7,100,70.35,,,,
94030,2003/12/5,1.6,13.3,8,17.3,9.3,31.7,40,67.5,53.75,,,,
94030,2003/12/6,0,11.3,17,19.8,2.8,33.3,32.5,100,66.25,,,,
94030,2003/12/7,0,16.2,9,20.7,11.7,20.9,49.2,87.3,68.25,,,,
94030,2003/12/8,0,15.7,10,20.7,10.7,13.5,53.7,100,76.85,,,,
94030,2003/12/9,0,19.2,9,23.7,14.7,20.7,45.1,79,62.05,,,,
94030,2003/12/10,0,20.8,11.4,26.5,15.1,15.9,38.4,77.5,57.95,,,,
94030,2003/12/11,0,20.1,9.8,25,15.2,31.4,27.2,49.8,38.5,,,,
94030,2003/12/12,0,17.15,13.1,23.7,10.6,14.2,34.1,78.3,56.2,,,,
94030,2003/12/13,2.2,12.7,10,17.7,7.7,29.8,32.6,62.8,47.7,,,,
94030,2003/12/14,0,17.05,11.7,22.9,11.2,23.5,40.1,84.3,62.2,,,,
94030,2003/12/15,0,15.8,13.6,22.6,9,34.4,42,100,71,,,,
94030,2003/12/16,0,23.4,19.4,33.1,13.7,21.9,21,67.7,44.35,,,,
94030,2003/12/17,0,15.35,3.9,17.3,13.4,6.7,74.5,95.7,85.1,,,,
94030,2003/12/18,5.6,15.45,5.9,18.4,12.5,3.8,71.4,100,85.7,,,,
94030,2003/12/19,2.2,15.9,4.4,18.1,13.7,9.8,80.5,100,90.25,,,,
94030,2003/12/20,0,13.25,10.3,18.4,8.1,28.8,45.9,89.9,67.9,,,,
94030,2003/12/21,0,16.6,9,21.1,12.1,13.4,49.6,87.9,68.75,,,,
94030,2003/12/22,25.2,16.3,5.2,18.9,13.7,9.1,77,100,88.5,,,,
94030,2003/12/23,2.6,16.2,9.8,21.1,11.3,30.3,34,63.5,48.75,,,,
94030,2003/12/24,0,15.05,13.7,21.9,8.2,25,40.7,98.5,69.6,,,,
94030,2003/12/25,0,17.7,10.8,23.1,12.3,32.5,36.1,71.4,53.75,,,,
94030,2003/12/26,0,15.05,8.1,19.1,11,25,35.7,60.2,47.95,,,,
94030,2003/12/27,0,14.7,10,19.7,9.7,31.6,34.9,66.5,50.7,,,,
94030,2003/12/28,0,15.5,8.2,19.6,11.4,34.2,34.2,57.9,46.05,,,,
94030,2003/12/29,0,20.35,22.7,31.7,9,32.4,24.2,98.5,61.35,,,,
94030,2003/12/30,0,26.9,17.8,35.8,18,26,17.4,49.4,33.4,,,,
94030,2003/12/31,0,18.4,15,25.9,10.9,34.3,29.3,75.2,52.25,,,,
94030,2004/1/1,0,19.25,8.7,23.6,14.9,24.1,38.5,66.1,52.3,,,,
94030,2004/1/2,0,19.1,17,27.6,10.6,28.1,29,83.8,56.4,,,,
94030,2004/1/3,0,17.8,8.6,22.1,13.5,29.8,33.8,58.2,46,,,,
94030,2004/1/4,0,17.7,10.8,23.1,12.3,19.6,45.3,89.5,67.4,,,,
94030,2004/1/5,0,15.95,12.9,22.4,9.5,23.8,32.5,74.2,53.35,,,,
94030,2004/1/6,0,17.9,14.4,25.1,10.7,28.7,27.6,68.4,48,,,,
94030,2004/1/7,3.2,17.1,6,20.1,14.1,18.1,56.6,82.7,69.65,,,,
94030,2004/1/8,0.6,12.5,7.4,16.2,8.8,14.6,41.8,68,54.9,,,,
94030,2004/1/9,0,16.5,12.2,22.6,10.4,24,35.8,77.8,56.8,,,,
94030,2004/1/10,0,18.7,8.8,23.1,14.3,22.2,38.6,66.9,52.75,,,,
94030,2004/1/11,0,14.65,9.3,19.3,10,24.7,38,69.3,53.65,,,,
94030,2004/1/12,0,14.85,12.1,20.9,8.8,31.8,33.6,73.3,53.45,,,,
94030,2004/1/13,0,17.65,16.1,25.7,9.6,25.9,35.1,97.1,66.1,,,,
94030,2004/1/14,0,13.55,11.3,19.2,7.9,28.9,31.9,66.7,49.3,,,,
94030,2004/1/15,0,18.4,13.6,25.2,11.6,31.8,30,70.3,50.15,,,,
94030,2004/1/16,0.4,14.35,15.5,22.1,6.6,30.7,42.5,100,71.25,,,,
94030,2004/1/17,0,14.25,4.7,16.6,11.9,10.9,51.4,69.7,60.55,,,,
94030,2004/1/18,6,11.6,11,17.1,6.1,26.5,37.5,77.6,57.55,,,,
94030,2004/1/19,0,14.65,19.1,24.2,5.1,33.1,28.2,96.8,62.5,,,,
94030,2004/1/20,0,23.25,21.7,34.1,12.4,26.1,22.8,84.8,53.8,,,,
94030,2004/1/21,0,17.95,14.5,25.2,10.7,28.1,36.5,91,63.75,,,,
94030,2004/1/22,0,15.25,8.5,19.5,11,26.1,34.4,59.5,46.95,,,,
94030,2004/1/23,0,16.15,11.5,21.9,10.4,30.5,32,66.6,49.3,,,,
94030,2004/1/24,0,14.55,9.7,19.4,9.7,14.9,52.4,98.1,75.25,,,,
94030,2004/1/25,0.4,13.35,6.5,16.6,10.1,11,53.5,81.8,67.65,,,,
94030,2004/1/26,0,15.45,9.9,20.4,10.5,17.4,46.8,88.3,67.55,,,,
94030,2004/1/27,0,15.75,10.9,21.2,10.3,18.1,47.3,95,71.15,,,,
94030,2004/1/28,11.7,15.25,1.5,16,14.5,5.1,73.7,81.2,77.45,,,,
94030,2004/1/29,6.2,14.55,1.5,15.3,13.8,3.9,80.6,88.8,84.7,,,,
94030,2004/1/30,36.4,14.5,3.4,16.2,12.8,8.4,82.6,100,91.3,,,,
94030,2004/1/31,5.7,16.85,7.7,20.7,13,19.5,62.7,100,81.35,,,,
94030,2004/2/1,0.2,17.4,6.2,20.5,14.3,13.5,65.5,97,81.25,,,,
94030,2004/2/2,1.6,16.75,4.1,18.8,14.7,11.4,72.4,93.9,83.15,,,,
94030,2004/2/3,1,15.55,6.7,18.9,12.2,19.5,44,67.6,55.8,,,,
94030,2004/2/4,0,16.2,11.8,22.1,10.3,29.8,45.5,96.6,71.05,,,,
94030,2004/2/5,0,20.4,18,29.4,11.4,27.7,31.2,95,63.1,,,,
94030,2004/2/6,0,17.9,6.6,21.2,14.6,20.6,35.4,53.6,44.5,,,,
94030,2004/2/7,0,14.4,8.8,18.8,10,27.3,42,74.2,58.1,,,,
94030,2004/2/8,0,21.75,16.9,30.2,13.3,23.4,30.3,85.2,57.75,,,,
94030,2004/2/9,0,16.9,7,20.4,13.4,25.5,34.2,53.4,43.8,,,,
94030,2004/2/10,0,14.15,8.7,18.5,9.8,15.2,45.6,80.1,62.85,,,,
94030,2004/2/11,0,14.45,8.3,18.6,10.3,25,47.6,81.5,64.55,,,,
94030,2004/2/12,0,17.7,11,23.2,12.2,21.6,44.3,88.7,66.5,,,,
94030,2004/2/13,0,17,12,23,11,29.3,46.3,99.1,72.7,,,,
94030,2004/2/14,0,17.7,9.4,22.4,13,12.2,49.5,89.5,69.5,,,,
94030,2004/2/15,2.4,20.5,11.2,26.1,14.9,16,58.9,100,79.45,,,,
94030,2004/2/16,0,15.95,10.5,21.2,10.7,28.4,38.9,76.2,57.55,,,,
94030,2004/2/17,0,16.95,16.9,25.4,8.5,26.9,36.1,100,68.05,,,,
94030,2004/2/18,0,17.1,16.4,25.3,8.9,28.6,27.3,77.2,52.25,,,,
94030,2004/2/19,0,15.4,5.8,18.3,12.5,21.1,33.3,48.3,40.8,,,,
94030,2004/2/20,4,16.75,14.3,23.9,9.6,15,38.4,95.4,66.9,,,,
94030,2004/2/21,0,14.85,9.1,19.4,10.3,19.1,35.1,63.1,49.1,,,,
94030,2004/2/22,0,13.55,9.3,18.2,8.9,22.6,39.7,72.8,56.25,,,,
94030,2004/2/23,1.2,12.95,8.7,17.3,8.6,22.9,37,65.4,51.2,,,,
94030,2004/2/24,0,12.35,14.5,19.6,5.1,26.1,35.5,92.3,63.9,,,,
94030,2004/2/25,0,15.6,12.2,21.7,9.5,21.7,47,100,73.5,,,,
94030,2004/2/26,0,17.7,13.6,24.5,10.9,19.5,38.4,90.6,64.5,,,,
94030,2004/2/27,0,17.95,10.1,23,12.9,13.2,47,88.8,67.9,,,,
94030,2004/2/28,1,19.25,12.5,25.5,13,18.3,42.6,92.9,67.75,,,,
94030,2004/2/29,0.6,11.85,5.5,14.6,9.1,10,50,71.9,60.95,,,,
94030,2004/3/1,1.2,13.05,8.9,17.5,8.6,16.6,40.5,72.5,56.5,,,,
94030,2004/3/2,0,17.05,17.1,25.6,8.5,25.9,31.4,92.9,62.15,,,,
94030,2004/3/3,0,18.55,15.5,26.3,10.8,13.9,34.5,91.2,62.85,,,,
94030,2004/3/4,0,23.6,16.6,31.9,15.3,15.6,26.2,71.4,48.8,,,,
94030,2004/3/5,0,16,5.6,18.8,13.2,23,38.7,55.4,47.05,,,,
94030,2004/3/6,1.2,13.55,1.9,14.5,12.6,1.2,84.8,96,90.4,,,,
94030,2004/3/7,20,12.8,5.4,15.5,10.1,5.7,67.6,96.3,81.95,,,,
94030,2004/3/8,0.6,15.45,10.9,20.9,10,10.5,54.6,100,77.3,,,,
94030,2004/3/9,1.2,15.7,7,19.2,12.2,14.5,54,84.5,69.25,,,,
94030,2004/3/10,0,12.8,8.6,17.1,8.5,21.1,40,70.3,55.15,,,,
94030,2004/3/11,0,11.9,12.8,18.3,5.5,23.3,43.8,100,71.9,,,,
94030,2004/3/12,0,14.4,13.2,21,7.8,22.8,45.9,100,72.95,,,,
94030,2004/3/13,0,15.55,9.5,20.3,10.8,19,44.9,82.7,63.8,,,,
94030,2004/3/14,0,13.2,6.2,16.3,10.1,7.3,61.5,92.3,76.9,,,,
94030,2004/3/15,0.5,15.35,12.5,21.6,9.1,15.5,43.8,97.8,70.8,,,,
94030,2004/3/16,0,12.4,8.6,16.7,8.1,21.4,47.9,84.3,66.1,,,,
94030,2004/3/17,0,12.5,9,17,8,15.7,45.4,82.1,63.75,,,,
94030,2004/3/18,0,14,10.6,19.3,8.7,4.9,44.7,89,66.85,,,,
94030,2004/3/19,0,16.85,7.9,20.8,12.9,14,46.4,76.7,61.55,,,,
94030,2004/3/20,0,14.1,7.6,17.9,10.3,16.9,48.8,79.9,64.35,,,,
94030,2004/3/21,0,12.35,12.7,18.7,6,19.4,36.2,83.5,59.85,,,,
94030,2004/3/22,0,13.85,14.7,21.2,6.5,20.6,40.1,100,70.05,,,,
94030,2004/3/23,0,13.6,9.8,18.5,8.7,10.6,48.4,91.6,70,,,,
94030,2004/3/24,0,15.2,11.2,20.8,9.6,9.1,44,90.4,67.2,,,,
94030,2004/3/25,0,19.15,16.9,27.6,10.7,16.1,27.6,79.3,53.45,,,,
94030,2004/3/26,1.4,16.15,8.7,20.5,11.8,10.3,36.9,64.3,50.6,,,,
94030,2004/3/27,0,12.9,10,17.9,7.9,19.2,42,80.8,61.4,,,,
94030,2004/3/28,0,15.8,17.2,24.4,7.2,18.4,35,100,67.5,,,,
94030,2004/3/29,0,17.55,10.3,22.7,12.4,7.1,53.7,100,76.85,,,,
94030,2004/3/30,0.4,17.65,8.7,22,13.3,15.4,56.8,98.3,77.55,,,,
94030,2004/3/31,0,15.55,4.3,17.7,13.4,3.8,63.2,83.3,73.25,,,,
94030,2004/4/1,0,13.2,6.6,16.5,9.9,11.8,54.4,83.7,69.05,,,,
94030,2004/4/2,2,13.35,8.3,17.5,9.2,13.1,38.5,66.2,52.35,,,,
94030,2004/4/3,0.1,13.1,4.2,15.2,11,6.6,66.6,87.7,77.15,,,,
94030,2004/4/4,0,8.5,12.4,14.7,2.3,17.6,44.9,100,72.45,,,,
94030,2004/4/5,0,10.8,15.4,18.5,3.1,17.2,40.9,100,70.45,,,,
94030,2004/4/6,1.3,16.65,13.3,23.3,10,11.6,51.8,100,75.9,,,,
94030,2004/4/7,0,11.8,12.4,18,5.6,15.7,38.3,86.9,62.6,,,,
94030,2004/4/8,0,11.8,12.4,18,5.6,16.2,47,100,73.5,,,,
94030,2004/4/9,0,11.45,11.3,17.1,5.8,7.6,47.7,100,73.85,,,,
94030,2004/4/10,0,10.3,7.6,14.1,6.5,13,54.7,91,72.85,,,,
94030,2004/4/11,3.6,10.95,4.7,13.3,8.6,1,75.3,100,87.65,,,,
94030,2004/4/12,13.5,13.2,9.8,18.1,8.3,13.5,61.2,100,80.6,,,,
94030,2004/4/13,0.2,13.8,10.2,18.9,8.7,6.2,56.8,100,78.4,,,,
94030,2004/4/14,0,18.25,12.5,24.5,12,7.1,44.6,97.7,71.15,,,,
94030,2004/4/15,0,19.4,8,23.4,15.4,9.5,54.9,90.4,72.65,,,,
94030,2004/4/16,0,13.35,13.1,19.9,6.8,11.6,47.8,100,73.9,,,,
94030,2004/4/17,0,11.5,10.2,16.6,6.4,10.9,51.9,100,75.95,,,,
94030,2004/4/18,2.6,11.1,4.6,13.4,8.8,9.1,53.4,72.4,62.9,,,,
94030,2004/4/19,0,12.2,6.6,15.5,8.9,11.9,51.1,79,65.05,,,,
94030,2004/4/20,0,9.65,10.7,15,4.3,9.6,56.9,100,78.45,,,,
94030,2004/4/21,0,12.45,15.1,20,4.9,13.4,41.1,100,70.55,,,,
94030,2004/4/22,0,17.75,17.3,26.4,9.1,12.6,32.8,97.8,65.3,,,,
94030,2004/4/23,9.4,10.4,1.2,11,9.8,1.2,86.9,94.2,90.55,,,,
94030,2004/4/24,13.2,10.4,2.8,11.8,9,3,54.9,66.2,60.55,,,,
94030,2004/4/25,3.8,11.1,4.6,13.4,8.8,3.5,67,91,79,,,,
94030,2004/4/26,0,11.45,8.3,15.6,7.3,8.4,52.5,91,71.75,,,,
94030,2004/4/27,0,9.7,6.8,13.1,6.3,4.6,70.4,100,85.2,,,,
94030,2004/4/28,0,11.2,10.6,16.5,5.9,12.5,50.6,100,75.3,,,,
94030,2004/4/29,0,11.6,10.4,16.8,6.4,8.2,52.8,100,76.4,,,,
94030,2004/4/30,0,10.25,6.3,13.4,7.1,3.4,70.9,100,85.45,,,,
94030,2004/5/1,0,9.3,4.2,11.4,7.2,4.5,59.4,78.8,69.1,,,,
94030,2004/5/2,4.2,8,7.4,11.7,4.3,6.3,64,100,82,,,,
94030,2004/5/3,2.5,9.9,11.4,15.6,4.2,4.7,48,100,74,,,,
94030,2004/5/4,3.5,8.8,2.6,10.1,7.5,6.3,51,60.8,55.9,,,,
94030,2004/5/5,4,8.8,9.6,13.6,4,9.4,48.2,92.3,70.25,,,,
94030,2004/5/6,0,11.65,3.9,13.6,9.7,4.5,43.7,56.5,50.1,,,,
94030,2004/5/7,0,11.5,8.4,15.7,7.3,9.6,48.2,84.1,66.15,,,,
94030,2004/5/8,0,9.9,10.8,15.3,4.5,9.2,50.7,100,75.35,,,,
94030,2004/5/9,0,9.5,4.4,11.7,7.3,5.9,64.8,87.1,75.95,,,,
94030,2004/5/10,0,8.35,4.5,10.6,6.1,4.3,61.1,82.9,72,,,,
94030,2004/5/11,0,9.1,3,10.6,7.6,2.5,79.1,96.8,87.95,,,,
94030,2004/5/12,0,9.05,3.9,11,7.1,1.2,67.8,88.3,78.05,,,,
94030,2004/5/13,6.6,9.7,4,11.7,7.7,3.7,80.8,100,90.4,,,,
94030,2004/5/14,0,9.65,4.9,12.1,7.2,4.6,67.3,93.6,80.45,,,,
94030,2004/5/15,0,7.15,8.1,11.2,3.1,6.8,63.2,100,81.6,,,,
94030,2004/5/16,1.4,10.4,10.2,15.5,5.3,5.9,56.8,100,78.4,,,,
94030,2004/5/17,1,10.35,8.7,14.7,6,8.7,56.8,100,78.4,,,,
94030,2004/5/18,0,12.05,7.3,15.7,8.4,1.1,58.9,95.3,77.1,,,,
94030,2004/5/19,2.8,11.65,7.1,15.2,8.1,8.7,50.4,80.6,65.5,,,,
94030,2004/5/20,5,10.75,7.1,14.3,7.2,6.2,67.5,100,83.75,,,,
94030,2004/5/21,1,12.45,6.9,15.9,9,7.2,44.3,69.7,57,,,,
94030,2004/5/22,0,11.8,9.2,16.4,7.2,8,54.2,99.5,76.85,,,,
94030,2004/5/23,0,9.85,8.5,14.1,5.6,6.7,57.2,100,78.6,,,,
94030,2004/5/24,0,12.65,11.5,18.4,6.9,6.7,54.4,100,77.2,,,,
94030,2004/5/25,0,13.15,6.5,16.4,9.9,6.1,58.5,89.4,73.95,,,,
94030,2004/5/26,0,8,4.6,10.3,5.7,2.8,71.1,97.2,84.15,,,,
94030,2004/5/27,0,7.15,9.5,11.9,2.4,6.7,49.6,95.1,72.35,,,,
94030,2004/5/28,0,7.75,6.5,11,4.5,6.4,58.7,91.5,75.1,,,,
94030,2004/5/29,1,9.7,8.8,14.1,5.3,4.5,44.8,80.9,62.85,,,,
94030,2004/5/30,0.2,12.45,8.9,16.9,8,3.5,54,97,75.5,,,,
94030,2004/5/31,0,15.55,6.7,18.9,12.2,6.5,40.3,62,51.15,,,,
94030,2004/6/1,5.5,9.3,4.2,11.4,7.2,5,69.8,92.6,81.2,,,,
94030,2004/6/2,1.2,9.2,10.2,14.3,4.1,7.3,47.9,95.3,71.6,,,,
94030,2004/6/3,0,10.35,6.7,13.7,7,2.5,51.1,79.9,65.5,,,,
94030,2004/6/4,6.1,7.45,7.1,11,3.9,7,57.2,92.9,75.05,,,,
94030,2004/6/5,0.4,8.85,8.5,13.1,4.6,7.1,52.4,93.2,72.8,,,,
94030,2004/6/6,0,5.95,9.9,10.9,1,7.5,55.3,100,77.65,,,,
94030,2004/6/7,0,7.7,12,13.7,1.7,6.9,47.2,100,73.6,,,,
94030,2004/6/8,0.2,11,11.6,16.8,5.2,5.2,53.9,100,76.95,,,,
94030,2004/6/9,0,10.65,11.9,16.6,4.7,2,56.7,100,78.35,,,,
94030,2004/6/10,0.8,9.95,2.5,11.2,8.7,3.7,78.2,92.5,85.35,,,,
94030,2004/6/11,2.8,7.15,7.1,10.7,3.6,7.1,59.9,97.4,78.65,,,,
94030,2004/6/12,2,5.2,9.6,10,0.4,7.2,48.9,95.4,72.15,,,,
94030,2004/6/13,0,7.45,11.1,13,1.9,4.1,56.1,100,78.05,,,,
94030,2004/6/14,0,10.45,8.1,14.5,6.4,4.7,49.7,85.4,67.55,,,,
94030,2004/6/15,0.2,8.3,8.2,12.4,4.2,4,59.8,100,79.9,,,,
94030,2004/6/16,4.2,8.35,3.1,9.9,6.8,5.5,73.8,91.1,82.45,,,,
