station,date,rain,avg_temp,delta_temp,max_temp,min_temp,radiation,max_trh,min_trh,avg_trh,metadata,
40458,2010/8/21,5,14.75,13.3,21.4,8.1,19.7,35.7,84.3,60,,
40458,2010/8/22,0,14.1,14.2,21.2,7,19.2,35.8,89.9,62.85,,
40458,2010/8/23,0,15.35,6.7,18.7,12,4.4,69.1,100,84.55,,
40458,2010/8/24,11.6,17.3,7,20.8,13.8,15.9,52.1,81.2,66.65,,
40458,2010/8/25,0,15.75,4.7,18.1,13.4,3.2,53,71.6,62.3,,
40458,2010/8/26,0,17.1,7.2,20.7,13.5,18.7,41,64.7,52.85,,
40458,2010/8/27,0,15.85,12.7,22.2,9.5,20.2,33.3,75,54.15,,
40458,2010/8/28,0,15.45,14.7,22.8,8.1,20,33.9,87.1,60.5,,
40458,2010/8/29,0,16.6,10.4,21.8,11.4,16.4,47.5,92.1,69.8,,
40458,2010/8/30,0,16.2,11.2,21.8,10.6,15.6,52.1,100,76.05,,
40458,2010/8/31,0,16.9,12,22.9,10.9,16.9,49.4,100,74.7,,
40458,2010/9/1,0,18,12.2,24.1,11.9,16.5,50.3,100,75.15,,
40458,2010/9/2,0,18.35,15.7,26.2,10.5,19.8,43.8,100,71.9,,
40458,2010/9/3,0,19.85,12.5,26.1,13.6,18.1,50.9,100,75.45,,
40458,2010/9/4,0,22.5,6.8,25.9,19.1,16.9,59.9,90.5,75.2,,
40458,2010/9/5,2.4,21.2,3.4,22.9,19.5,3.9,81,99.7,90.35,,
40458,2010/9/6,28.4,20.45,6.7,23.8,17.1,17.2,61.8,93.4,77.6,,
40458,2010/9/7,0,17.35,13.3,24,10.7,20.9,42.9,99.5,71.2,,
40458,2010/9/8,0,16.8,12,22.8,10.8,17.1,55.1,100,77.55,,
40458,2010/9/9,0,18.95,10.7,24.3,13.6,18.2,57.3,100,78.65,,
40458,2010/9/10,0,20.9,4.6,23.2,18.6,6.4,66.8,88.7,77.75,,
40458,2010/9/11,3.2,18.5,11.2,24.1,12.9,22.7,31.7,63.9,47.8,,
40458,2010/9/12,0,17.7,11.6,23.5,11.9,19.2,48,99.8,73.9,,
40458,2010/9/13,0,20.3,9.8,25.2,15.4,17.1,48.1,88.1,68.1,,
40458,2010/9/14,0,19.7,9.6,24.5,14.9,10.9,61.2,100,80.6,,
40458,2010/9/15,1.6,20.85,10.1,25.9,15.8,22.7,31.7,59.1,45.4,,
40458,2010/9/16,0,17.95,10.9,23.4,12.5,11.2,37.9,75.3,56.6,,
40458,2010/9/17,0,18.3,7,21.8,14.8,10.6,37.9,58.8,48.35,,
40458,2010/9/18,0,17.85,10.5,23.1,12.6,14,37.2,72,54.6,,
40458,2010/9/19,0,17.65,5.9,20.6,14.7,6.8,43.3,62.8,53.05,,
40458,2010/9/20,6.2,16.7,7,20.2,13.2,4.8,75.2,100,87.6,,
40458,2010/9/21,16.2,19.3,6.8,22.7,15.9,9.2,69.3,100,84.65,,
40458,2010/9/22,0.6,19.75,6.5,23,16.5,11.9,67.7,100,83.85,,
40458,2010/9/23,0,19.15,10.9,24.6,13.7,13.7,57.6,100,78.8,,
40458,2010/9/24,0,20.65,8.3,24.8,16.5,18.9,59.1,98.6,78.85,,
40458,2010/9/25,1.2,20.4,4.6,22.7,18.1,9.9,70,93,81.5,,
40458,2010/9/26,0,20,11.8,25.9,14.1,18,52.7,100,76.35,,
40458,2010/9/27,0,21,10.4,26.2,15.8,19.8,60.6,100,80.3,,
40458,2010/9/28,0,23.35,7.1,26.9,19.8,11.9,63.8,97.9,80.85,,
40458,2010/9/29,11.8,22.05,7.9,26,18.1,17.8,66.1,100,83.05,,
40458,2010/9/30,4.6,19,5.6,21.8,16.2,17.1,56.7,80.4,68.55,,
40458,2010/10/1,0,17.55,7.5,21.3,13.8,10.3,54.1,86.9,70.5,,
40458,2010/10/2,5.4,17.6,6.2,20.7,14.5,14.8,68.8,100,84.4,,
40458,2010/10/3,11.6,19.5,6.2,22.6,16.4,8.7,72.2,100,86.1,,
40458,2010/10/4,8.2,21.85,10.7,27.2,16.5,23.6,55.5,100,77.75,,
40458,2010/10/5,2,21.35,10.5,26.6,16.1,19.8,56.6,100,78.3,,
40458,2010/10/6,0,21.5,10.4,26.7,16.3,22,53.7,100,76.85,,
40458,2010/10/7,0,22.5,11.2,28.1,16.9,19.7,55,100,77.5,,
40458,2010/10/8,12.4,20.15,4.1,22.2,18.1,5.5,80.7,100,90.35,,
40458,2010/10/9,22,18.7,3.4,20.4,17,4.6,76,94,85,,
40458,2010/10/10,12.6,17.7,3.8,19.6,15.8,9,81.1,100,90.55,,
40458,2010/10/11,83,18.6,6,21.6,15.6,3.8,77.5,100,88.75,,
40458,2010/10/12,9,20.25,5.1,22.8,17.7,15.4,68.8,94.4,81.6,,
40458,2010/10/13,8,19.65,8.5,23.9,15.4,24.6,50.3,85.2,67.75,,
40458,2010/10/14,0,19.55,10.5,24.8,14.3,16.4,55.9,100,77.95,,
40458,2010/10/15,0,21.5,6.6,24.8,18.2,9.7,64.6,96.7,80.65,,
40458,2010/10/16,21.2,17.6,7.4,21.3,13.9,28.7,35.9,57.3,46.6,,
40458,2010/10/17,0,15,13.4,21.7,8.3,29.4,28.1,66.7,47.4,,
40458,2010/10/18,0,16.65,12.7,23,10.3,28.3,49.1,100,74.55,,
40458,2010/10/19,0,18.5,13.6,25.3,11.7,28.5,48.1,100,74.05,,
40458,2010/10/20,0,18.5,7.4,22.2,14.8,13,67.3,100,83.65,,
40458,2010/10/21,3.4,18.85,6.7,22.2,15.5,12.9,54.2,82.4,68.3,,
40458,2010/10/22,0,17.95,12.7,24.3,11.6,25,51.4,100,75.7,,
40458,2010/10/23,0,19.8,11.2,25.4,14.2,27.8,53.7,100,76.85,,
40458,2010/10/24,0,20.8,10.8,26.2,15.4,26.8,56.2,100,78.1,,
40458,2010/10/25,24.8,21.2,8,25.2,17.2,20,66.8,100,83.4,,
40458,2010/10/26,0,21.35,7.9,25.3,17.4,19.4,62,100,81,,
40458,2010/10/27,0,22.6,8.4,26.8,18.4,24.4,60.2,100,80.1,,
40458,2010/10/28,0,21.35,9.3,26,16.7,23.2,64,100,82,,
40458,2010/10/29,0,20.85,9.9,25.8,15.9,28,57.5,100,78.75,,
40458,2010/10/30,0,20.95,9.5,25.7,16.2,26.9,53.6,96.2,74.9,,
40458,2010/10/31,0,20.15,9.5,24.9,15.4,19.6,57.5,100,78.75,,
40458,2010/11/1,0,19.8,6.6,23.1,16.5,8.1,62.6,94.4,78.5,,
40458,2010/11/2,0,21.85,10.7,27.2,16.5,28.9,42.7,82.1,62.4,,
40458,2010/11/3,0,19.1,11.8,25,13.2,25.2,53.7,100,76.85,,
40458,2010/11/4,0,20.25,4.5,22.5,18,3.3,75.2,99.4,87.3,,
40458,2010/11/5,8.8,20.05,6.3,23.2,16.9,12.1,66.1,97.7,81.9,,
40458,2010/11/6,3.2,21.05,10.7,26.4,15.7,27.4,48.2,93.1,70.65,,
40458,2010/11/7,0,21.75,8.3,25.9,17.6,24.5,57.2,95,76.1,,
40458,2010/11/8,1,22.25,6.9,25.7,18.8,17.2,66.3,100,83.15,,
40458,2010/11/9,1.2,22.75,6.7,26.1,19.4,17.8,64.8,97.3,81.05,,
40458,2010/11/10,2.2,21.2,9,25.7,16.7,20.7,59.1,100,79.55,,
40458,2010/11/11,0,21.4,11.4,27.1,15.7,26.5,56.3,100,78.15,,
40458,2010/11/12,0,23,8.6,27.3,18.7,25.9,62.6,100,81.3,,
40458,2010/11/13,0,23.3,7,26.8,19.8,27.7,52.8,80.6,66.7,,
40458,2010/11/14,0,23.65,7.3,27.3,20,21.2,59,91.6,75.3,,
40458,2010/11/15,0.4,22.9,9.6,27.7,18.1,28.6,51.4,92,71.7,,
40458,2010/11/16,0,23.9,7.2,27.5,20.3,24.8,58.6,90.3,74.45,,
40458,2010/11/17,0,24.2,8.2,28.3,20.1,23.2,48.6,79.5,64.05,,
40458,2010/11/18,3.4,22.8,5.8,25.7,19.9,8.8,67.9,96.4,82.15,,
40458,2010/11/19,9.4,22.15,7.3,25.8,18.5,16,67.8,100,83.9,,
40458,2010/11/20,0,22.3,5.6,25.1,19.5,15.9,54.3,76.4,65.35,,
40458,2010/11/21,2.2,21.55,6.7,24.9,18.2,15.1,58.1,87.6,72.85,,
40458,2010/11/22,4.6,22.1,8,26.1,18.1,24.1,58.6,95.4,77,,
40458,2010/11/23,1,22.6,6.8,26,19.2,26.4,45.2,68.4,56.8,,
40458,2010/11/24,3.2,21.9,7.2,25.5,18.3,20.1,57.6,89.4,73.5,,
40458,2010/11/25,1,22.35,7.7,26.2,18.5,24.4,47.9,76.6,62.25,,
40458,2010/11/26,0,22.75,8.9,27.2,18.3,24.1,50.5,86.6,68.55,,
40458,2010/11/27,0,22.45,8.7,26.8,18.1,23.1,48.8,82.9,65.85,,
40458,2010/11/28,0,22.3,7.6,26.1,18.5,16.4,50.6,80.3,65.45,,
40458,2010/11/29,3.4,22.35,10.5,27.6,17.1,28.8,53.9,100,76.95,,
40458,2010/11/30,9,23.8,7,27.3,20.3,21.6,56,85.3,70.65,,
40458,2010/12/1,0.8,23.55,4.7,25.9,21.2,7.9,68.5,91,79.75,,
40458,2010/12/2,25.2,23.05,6.7,26.4,19.7,14.5,66.3,99.4,82.85,,
40458,2010/12/3,0.4,22.1,4.2,24.2,20,9.5,72.2,93.3,82.75,,
40458,2010/12/4,1.8,22.2,4,24.2,20.2,5.9,72.2,92.1,82.15,,
40458,2010/12/5,65.6,22.45,6.1,25.5,19.4,17.6,71.7,100,85.85,,
40458,2010/12/6,36.4,23.1,6.4,26.3,19.9,10.8,70.5,100,85.25,,
40458,2010/12/7,31.2,23.9,6.6,27.2,20.6,21.4,71,100,85.5,,
40458,2010/12/8,8.6,24.35,7.1,27.9,20.8,25.3,63.9,97.7,80.8,,
40458,2010/12/9,1.8,24.85,7.3,28.5,21.2,30.2,60.4,93.4,76.9,,
40458,2010/12/10,0,25.75,7.3,29.4,22.1,27.8,57.3,88.4,72.85,,
40458,2010/12/11,0,26.55,5.9,29.5,23.6,10,63.1,89.3,76.2,,
40458,2010/12/12,62.4,23.25,5.9,26.2,20.3,8.7,67.6,96.6,82.1,,
40458,2010/12/13,1.6,24.85,6.9,28.3,21.4,26.7,63.7,96.2,79.95,,
40458,2010/12/14,0,24.3,8,28.3,20.3,24.7,60.3,97.4,78.85,,
40458,2010/12/15,1,25.05,10.7,30.4,19.7,29,50.7,95.9,73.3,,
40458,2010/12/16,14.6,25.45,10.1,30.5,20.4,19.4,58.4,100,79.2,,
40458,2010/12/17,17.8,25.05,11.3,30.7,19.4,25.8,56.8,100,78.4,,
40458,2010/12/18,0.2,25.45,8.7,29.8,21.1,17.1,45.8,76.8,61.3,,
40458,2010/12/19,3.2,22.25,3.3,23.9,20.6,5.3,68.5,83.7,76.1,,
40458,2010/12/20,57.6,22.85,11.1,28.4,17.3,29.6,52.2,100,76.1,,
40458,2010/12/21,0,20.15,14.1,27.2,13.1,28.6,34.9,83.6,59.25,,
40458,2010/12/22,0,20.5,6.2,23.6,17.4,4.7,69.7,100,84.85,,
40458,2010/12/23,14.2,23.45,8.5,27.7,19.2,16.5,68.4,100,84.2,,
40458,2010/12/24,0.6,24.6,5,27.1,22.1,12.1,72.8,98.2,85.5,,
40458,2010/12/25,54,23.8,4.4,26,21.6,8.4,81.8,100,90.9,,
40458,2010/12/26,7.8,22.65,3.1,24.2,21.1,3.8,80.8,97.6,89.2,,
40458,2010/12/27,70,23.7,5,26.2,21.2,3.2,83.8,100,91.9,,
40458,2010/12/28,37,22.55,3.3,24.2,20.9,5,76.5,93.5,85,,
40458,2010/12/29,1.4,23.7,6,26.7,20.7,20.5,54.8,78.7,66.75,,
40458,2010/12/30,0,24.4,9.4,29.1,19.7,28.7,53.9,94.6,74.25,,
40458,2010/12/31,0,24.3,8,28.3,20.3,28.6,54.1,87.4,70.75,,
40458,2011/1/1,0.6,24.05,5.5,26.8,21.3,10.5,71.2,99.1,85.15,,
40458,2011/1/2,13.2,25.75,7.1,29.3,22.2,23.9,66,100,83,,
40458,2011/1/3,0,26.4,8.2,30.5,22.3,27.4,61.2,99.2,80.2,,
40458,2011/1/4,0,25.75,7.9,29.7,21.8,21.2,57.8,92.3,75.05,,
40458,2011/1/5,2.8,25,7.6,28.8,21.2,17.7,59.9,94.2,77.05,,
40458,2011/1/6,85.6,21.95,4.3,24.1,19.8,4.4,83,100,91.5,,
40458,2011/1/7,81.4,22.95,7.9,26.9,19,10.8,68.6,100,84.3,,
40458,2011/1/8,7.4,23.85,6.1,26.9,20.8,10.4,63.5,91.6,77.55,,
40458,2011/1/9,4.2,24.6,5.2,27.2,22,8.3,76.2,100,88.1,,
40458,2011/1/10,57.4,24.75,3.9,26.7,22.8,4.2,81.9,100,90.95,,
40458,2011/1/11,5.6,25.7,3.8,27.6,23.8,1.3,76.1,95.3,85.7,,
40458,2011/1/12,27.4,25.05,8.1,29.1,21,21.5,68,100,84,,
40458,2011/1/13,4.2,25.05,5.9,28,22.1,22.6,57.2,81.2,69.2,,
40458,2011/1/14,0.6,24.35,7.9,28.3,20.4,23.8,56.4,90.6,73.5,,
40458,2011/1/15,0,24.4,7.8,28.3,20.5,23,59.5,95,77.25,,
40458,2011/1/16,0,23.9,9.8,28.8,19,23.7,54.1,97.4,75.75,,
40458,2011/1/17,0,25.15,13.1,31.7,18.6,30.2,43,93.8,68.4,,
40458,2011/1/18,0,27.7,11.2,33.3,22.1,27.8,53.6,100,76.8,,
40458,2011/1/19,0,26.9,7,30.4,23.4,19.4,66.3,100,83.15,,
40458,2011/1/20,9.6,24.5,8.4,28.7,20.3,23.3,67.1,100,83.55,,
40458,2011/1/21,11.4,23.9,7.2,27.5,20.3,24.4,65.1,100,82.55,,
40458,2011/1/22,0,23.25,9.5,28,18.5,28.7,53.2,94.4,73.8,,
40458,2011/1/23,0,23.45,10.5,28.7,18.2,30.4,45.5,85.7,65.6,,
40458,2011/1/24,0,23.45,10.5,28.7,18.2,30.8,47.8,90,68.9,,
40458,2011/1/25,0,24.15,10.5,29.4,18.9,29.7,52.2,98.1,75.15,,
40458,2011/1/26,0,25.4,8.4,29.6,21.2,29.6,53.3,87.8,70.55,,
40458,2011/1/27,0,25.25,8.9,29.7,20.8,28.8,55.6,94.5,75.05,,
40458,2011/1/28,0,25.4,9.2,30,20.8,26.9,57,98.6,77.8,,
40458,2011/1/29,0.6,25.7,6.6,29,22.4,27.6,51.4,76.1,63.75,,
40458,2011/1/30,0,25.35,8.1,29.4,21.3,21.7,55.6,90,72.8,,
40458,2011/1/31,0,25.65,8.3,29.8,21.5,22.7,58.9,96.4,77.65,,
40458,2011/2/1,2.6,26.35,7.9,30.3,22.4,23.9,69,100,84.5,,
40458,2011/2/2,1.2,27.95,6.7,31.3,24.6,26.5,70.5,100,85.25,,
40458,2011/2/3,2,27.7,6.6,31,24.4,24.8,64.8,95.2,80,,
40458,2011/2/4,0,27.5,8.2,31.6,23.4,27.9,61.3,99.1,80.2,,
40458,2011/2/5,0.4,27.95,6.5,31.2,24.7,23,62.7,91.6,77.15,,
40458,2011/2/6,7.8,28.15,6.7,31.5,24.8,24,67.1,99.1,83.1,,
40458,2011/2/7,10.8,26.25,5.5,29,23.5,17.4,61.7,85.3,73.5,,
40458,2011/2/8,0,23.75,4.3,25.9,21.6,7.5,70.6,91.5,81.05,,
40458,2011/2/9,24.6,24.2,7.8,28.1,20.3,22.7,55.8,89,72.4,,
40458,2011/2/10,0,24.35,8.7,28.7,20,22.4,56.7,95.4,76.05,,
40458,2011/2/11,0,23.95,7.9,27.9,20,17.9,63.9,100,81.95,,
40458,2011/2/12,0,24.65,10.7,30,19.3,27,52.6,99.7,76.15,,
40458,2011/2/13,0,25.2,9.8,30.1,20.3,21.4,54.1,97,75.55,,
40458,2011/2/14,3.4,25.9,8.6,30.2,21.6,26.8,59.9,99.7,79.8,,
40458,2011/2/15,1.2,24.5,7.2,28.1,20.9,15.4,67.6,100,83.8,,
40458,2011/2/16,12.8,24.1,8.4,28.3,19.9,13.6,67.6,100,83.8,,
40458,2011/2/17,8.2,25.4,7,28.9,21.9,18.1,68.3,100,84.15,,
40458,2011/2/18,0,25.35,9.5,30.1,20.6,22.9,60.5,100,80.25,,
40458,2011/2/19,0,26.25,8.5,30.5,22,20.2,60.5,99.9,80.2,,
40458,2011/2/20,0,27.65,11.9,33.6,21.7,26.9,47.5,95.2,71.35,,
40458,2011/2/21,0,28.5,8.6,32.8,24.2,19.4,60.1,99,79.55,,
40458,2011/2/22,26.8,24.8,6,27.8,21.8,20.2,56.5,80.8,68.65,,
40458,2011/2/23,0.4,22.35,8.5,26.6,18.1,19.9,59.7,100,79.85,,
40458,2011/2/24,6.6,22.8,8.4,27,18.6,18.4,57.8,96.2,77,,
40458,2011/2/25,0,22.95,10.9,28.4,17.5,23.6,53.5,100,76.75,,
40458,2011/2/26,0,23.8,10.4,29,18.6,23.9,51.7,96.6,74.15,,
40458,2011/2/27,0,25.7,8.6,30,21.4,24,50.2,83.6,66.9,,
40458,2011/2/28,0,26.25,9.9,31.2,21.3,25.9,50.8,91.2,71,,
40458,2011/3/1,0,27.1,10.6,32.4,21.8,26.6,51.2,95.4,73.3,,
40458,2011/3/2,12.4,25.5,8.6,29.8,21.2,22.4,63.7,100,81.85,,
40458,2011/3/3,1.4,27.7,8.4,31.9,23.5,21.9,61.3,100,80.65,,
40458,2011/3/4,40.4,23.2,2.6,24.5,21.9,3.8,86.2,100,93.1,,
40458,2011/3/5,25.8,24.05,5.5,26.8,21.3,7.8,72.7,100,86.35,,
40458,2011/3/6,2.2,23.45,6.5,26.7,20.2,22.3,54.3,80.3,67.3,,
40458,2011/3/7,0.8,22.7,7.8,26.6,18.8,22.2,53.1,85.3,69.2,,
40458,2011/3/8,1.8,22.4,9.2,27,17.8,17.5,59.8,100,79.9,,
40458,2011/3/9,0,21.9,9,26.4,17.4,15.6,58.4,100,79.2,,
40458,2011/3/10,0,23.2,8.8,27.6,18.8,15,59.9,100,79.95,,
40458,2011/3/11,2.2,24.5,8.4,28.7,20.3,20.4,58.2,96.2,77.2,,
40458,2011/3/12,0,24.7,7.8,28.6,20.8,15.5,61.8,98.6,80.2,,
40458,2011/3/13,0,24.3,8.2,28.4,20.2,16.5,64.1,100,82.05,,
40458,2011/3/14,0,24.4,7.6,28.2,20.6,21.3,62.2,98.1,80.15,,
40458,2011/3/15,0.8,23.75,9.3,28.4,19.1,23.1,59.7,100,79.85,,
40458,2011/3/16,0,24.8,8.6,29.1,20.5,19.3,61.3,100,80.65,,
40458,2011/3/17,0,24.8,8,28.8,20.8,15.6,62.1,100,81.05,,
40458,2011/3/18,0,24.6,7,28.1,21.1,9.6,64.2,97.6,80.9,,
40458,2011/3/19,3.2,22.6,1.6,23.4,21.8,2.8,87.2,96.1,91.65,,
40458,2011/3/20,32.4,23,5.8,25.9,20.1,9.2,77.8,100,88.9,,
40458,2011/3/21,3,25.75,8.5,30,21.5,13.9,64.8,100,82.4,,
40458,2011/3/22,0,27.75,10.9,33.2,22.3,21.6,58.6,100,79.3,,
40458,2011/3/23,0,25.85,12.7,32.2,19.5,22.9,40.6,86.1,63.35,,
40458,2011/3/24,0,25.2,11,30.7,19.7,23.4,44.6,85.9,65.25,,
40458,2011/3/25,0,22.5,14.4,29.7,15.3,23.3,38.1,91.5,64.8,,
40458,2011/3/26,0,23.35,10.3,28.5,18.2,21.9,50.9,94.8,72.85,,
40458,2011/3/27,0,23.3,8.8,27.7,18.9,17.1,50.1,85.2,67.65,,
40458,2011/3/28,0,22,9,26.5,17.5,15.2,56.3,97.6,76.95,,
40458,2011/3/29,3,22.85,7.3,26.5,19.2,12.1,58.9,91.7,75.3,,
40458,2011/3/30,9.2,21.65,3.5,23.4,19.9,3.8,79.6,98.6,89.1,,
40458,2011/3/31,13.2,23.05,7.5,26.8,19.3,14.5,65.3,100,82.65,,
40458,2011/4/1,5.6,21.9,7.4,25.6,18.2,12,66.1,100,83.05,,
40458,2011/4/2,11.8,22.55,10.7,27.9,17.2,20.9,53.2,100,76.6,,
40458,2011/4/3,0,21.3,8,25.3,17.3,12.9,62.7,100,81.35,,
40458,2011/4/4,0,21.6,9.4,26.3,16.9,21,55,97.7,76.35,,
40458,2011/4/5,0,20.85,7.7,24.7,17,14.2,63.3,100,81.65,,
40458,2011/4/6,2.2,20.35,10.1,25.4,15.3,20.3,56.1,100,78.05,,
40458,2011/4/7,0,20.75,9.1,25.3,16.2,17.9,58,100,79,,
40458,2011/4/8,0,20.3,5.6,23.1,17.5,6.8,70.4,99.6,85,,
40458,2011/4/9,4.6,20.85,8.9,25.3,16.4,16,57.4,99.2,78.3,,
40458,2011/4/10,0,20.75,11.9,26.7,14.8,20.3,51.7,100,75.85,,
40458,2011/4/11,0,22.2,9.8,27.1,17.3,17,57.2,100,78.6,,
40458,2011/4/12,4.4,22,9.8,26.9,17.1,19.8,53.9,98,75.95,,
40458,2011/4/13,0,21.05,12.7,27.4,14.7,18.9,45.5,99.3,72.4,,
40458,2011/4/14,0,22.25,12.3,28.4,16.1,19.9,56.1,100,78.05,,
40458,2011/4/15,0,21.55,10.7,26.9,16.2,17.9,59.5,100,79.75,,
40458,2011/4/16,0,20.55,4.9,23,18.1,6.4,71.9,97.3,84.6,,
40458,2011/4/17,0.6,20.75,6.7,24.1,17.4,8.8,66,99.7,82.85,,
40458,2011/4/18,10.8,19.7,3.2,21.3,18.1,6.1,83.3,100,91.65,,
40458,2011/4/19,29,20.75,6.1,23.8,17.7,9.4,69.2,100,84.6,,
40458,2011/4/20,15.2,22.55,7.1,26.1,19,15.4,67.7,100,83.85,,
40458,2011/4/21,0.2,22.7,9.8,27.6,17.8,16.5,62.8,100,81.4,,
40458,2011/4/22,0,23,10,28,18,16.9,60.1,100,80.05,,
40458,2011/4/23,0.8,22.15,9.5,26.9,17.4,15.5,63.2,100,81.6,,
40458,2011/4/24,0,21.55,9.1,26.1,17,16.2,59.8,100,79.9,,
40458,2011/4/25,0,21.75,6.5,25,18.5,14.1,60.3,89.7,75,,
40458,2011/4/26,1.2,20.6,8.8,25,16.2,12.5,61.3,100,80.65,,
40458,2011/4/27,15.8,19.1,5.8,22,16.2,13.7,68.9,98.9,83.9,,
40458,2011/4/28,30.8,19,6.6,22.3,15.7,12.9,70.2,100,85.1,,
40458,2011/4/29,6.8,20.05,8.3,24.2,15.9,14.7,58,96.9,77.45,,
40458,2011/4/30,5.2,20.2,9.6,25,15.4,15.8,58.4,100,79.2,,
40458,2011/5/1,0,19.9,11.8,25.8,14,17.2,48.5,100,74.25,,
40458,2011/5/2,0,19.55,12.7,25.9,13.2,16.7,49.1,100,74.55,,
40458,2011/5/3,0,20.15,10.1,25.2,15.1,11.9,59.9,100,79.95,,
40458,2011/5/4,12,19,9.8,23.9,14.1,14,56.3,100,78.15,,
40458,2011/5/5,0,18.45,11.1,24,12.9,15.2,48.6,97.5,73.05,,
40458,2011/5/6,0,18.4,11,23.9,12.9,16.4,45.9,91.5,68.7,,
40458,2011/5/7,0,18,12,24,12,16.6,46.3,98.5,72.4,,
40458,2011/5/8,0,17.5,12.2,23.6,11.4,13.7,47.7,100,73.85,,
40458,2011/5/9,10.4,17.35,2.7,18.7,16,4.3,83.5,99.1,91.3,,
40458,2011/5/10,4.1,17.25,8.9,21.7,12.8,15.1,55.1,96.8,75.95,,
40458,2011/5/11,3.5,15.6,11.8,21.5,9.7,16.2,46.4,98.9,72.65,,
40458,2011/5/12,0,14.3,13.6,21.1,7.5,15.8,35.6,85.9,60.75,,
40458,2011/5/13,0,14.3,14.6,21.6,7,15.9,36.4,93.9,65.15,,
40458,2011/5/14,0,15.05,14.3,22.2,7.9,15.9,38.1,95.8,66.95,,
40458,2011/5/15,0,15.75,12.3,21.9,9.6,15.3,30.5,67,48.75,,
40458,2011/5/16,0,16.7,12,22.7,10.7,13.7,46.1,98.8,72.45,,
40458,2011/5/17,0,17.15,12.5,23.4,10.9,14.7,50.7,100,75.35,,
40458,2011/5/18,0,16.95,11.7,22.8,11.1,13,51.2,100,75.6,,
40458,2011/5/19,0.6,17.8,9,22.3,13.3,8.9,66.1,100,83.05,,
40458,2011/5/20,7,17.9,9.6,22.7,13.1,13.2,60.6,100,80.3,,
40458,2011/5/21,2,18.05,8.9,22.5,13.6,9.1,63.5,100,81.75,,
40458,2011/5/22,18,19.9,6,22.9,16.9,10.7,72,100,86,,
40458,2011/5/23,0.4,19,6.6,22.3,15.7,7.8,72.8,100,86.4,,
40458,2011/5/24,10.6,17.7,9,22.2,13.2,13.4,56.4,99.6,78,,
40458,2011/5/25,0,15.05,8.5,19.3,10.8,13.9,51.8,89.6,70.7,,
40458,2011/5/26,0,15.8,11.2,21.4,10.2,14,44,90.1,67.05,,
40458,2011/5/27,0,15.8,13.8,22.7,8.9,13.9,43.2,100,71.6,,
40458,2011/5/28,0,15.85,12.5,22.1,9.6,11.9,50.8,100,75.4,,
40458,2011/5/29,0,17.15,8.9,21.6,12.7,11.4,56.6,99.5,78.05,,
40458,2011/5/30,8.8,17.5,7.4,21.2,13.8,12.5,64.4,100,82.2,,
40458,2011/5/31,0.4,15.1,10.8,20.5,9.7,11.4,53.5,100,76.75,,
40458,2011/6/1,0,14.8,9.4,19.5,10.1,10.1,54.3,99.6,76.95,,
40458,2011/6/2,0,17.25,11.5,23,11.5,11.4,58.8,100,79.4,,
40458,2011/6/3,0,17.65,11.1,23.2,12.1,13.7,47.8,96.4,72.1,,
40458,2011/6/4,0,16.7,13.6,23.5,9.9,14.1,46.3,100,73.15,,
40458,2011/6/5,0,16.3,11.8,22.2,10.4,10.9,50.1,100,75.05,,
40458,2011/6/6,0,17.95,13.9,24.9,11,13.4,46.7,100,73.35,,
40458,2011/6/7,0,15.9,6.4,19.1,12.7,5.3,67.4,100,83.7,,
40458,2011/6/8,0,15.1,5.6,17.9,12.3,7.6,54.2,77.6,65.9,,
40458,2011/6/9,0,11.85,1.3,12.5,11.2,3.5,53.2,57.9,55.55,,
40458,2011/6/10,0,12.7,13.4,19.4,6,13.6,38.2,92,65.1,,
40458,2011/6/11,0,12.45,7.1,16,8.9,3.9,56.1,89.5,72.8,,
40458,2011/6/12,5.8,15,6.4,18.2,11.8,7.5,76.1,100,88.05,,
40458,2011/6/13,0.2,16.55,10.1,21.6,11.5,12.4,53.9,100,76.95,,
40458,2011/6/14,0,15.05,9.9,20,10.1,12.5,55.2,100,77.6,,
40458,2011/6/15,0,13.9,11,19.4,8.4,12.7,55.5,100,77.75,,
40458,2011/6/16,0,14.25,13.1,20.8,7.7,12.8,46.4,100,73.2,,
40458,2011/6/17,0,14.9,13,21.4,8.4,13,47.1,100,73.55,,
40458,2011/6/18,0,14.65,11.3,20.3,9,13.5,34.4,71.5,52.95,,
40458,2011/6/19,0,12.95,13.3,19.6,6.3,13.5,42.5,100,71.25,,
40458,2011/6/20,0,12.65,14.5,19.9,5.4,13.4,46.1,100,73.05,,
40458,2011/6/21,0,13.55,17.1,22.1,5,13.3,41.7,100,70.85,,
40458,2011/6/22,0,12.8,11.2,18.4,7.2,13.7,46.3,96.5,71.4,,
40458,2011/6/23,0,12.75,13.7,19.6,5.9,13.6,36.8,90.5,63.65,,
40458,2011/6/24,0,14.4,15.2,22,6.8,12.2,40.5,100,70.25,,
40458,2011/6/25,0,16.95,9.5,21.7,12.2,12.7,55.1,100,77.55,,
40458,2011/6/26,0,17.35,10.1,22.4,12.3,12.1,50.2,95.1,72.65,,
40458,2011/6/27,0,16.85,9.9,21.8,11.9,8.4,50.6,94.8,72.7,,
40458,2011/6/28,0,16.25,10.7,21.6,10.9,12.1,48.9,96.7,72.8,,
